longitude,latitude,avg_temperature
-121.76153467729517,37.68111338495463,65.96600000000001
-121.76131205745874,37.680742825155946,65.20100000000001
-121.7612358103901,37.68074202419348,65.46560000000001
-121.76138728418134,37.68080498560176,66.731
-121.76138626382917,37.68086634513374,66.431
-121.7613110370469,37.68080418468681,65.566
-121.76123478991546,37.680803383722576,66.61115789473685
-121.76131001663195,37.68086554421701,65.2298
-121.76123376943775,37.680864743251014,65.41492307692307
-121.76116058385877,37.680679863653715,66.38600000000001
-121.76108433685893,37.68067906259446,66.461
-121.76115956332447,37.68074122318172,66.18137931034482
-121.76108331626186,37.68074042212069,66.1208
-121.76100706920228,37.680739621010375,66.83835714285713
-121.7609308221457,37.68073881985078,66.65969230769231
-121.76115854278706,37.680802582709056,65.7596923076923
-121.76115752224658,37.68086394223574,66.8372
-121.76100604853933,37.680800980534194,63.544999999999995
-121.76092980142,37.68080017937283,63.644
-121.7614614907369,37.68092850553423,66.4232
-121.7613852434739,37.68092770466503,64.70323076923077
-121.76146047044129,37.680989865066636,65.63814285714285
-121.76138422311554,37.68098906419568,65.07827272727273
-121.76130899621391,37.68092690374654,64.768
-121.76123274895693,37.68092610277878,66.67185714285714
-121.76130797579276,37.680988263275424,66.632
-121.76123172847304,37.6809874623059,66.3845
-121.76145945014261,37.68105122459836,65.24738461538462
-121.76138320275406,37.68105042372563,65.64875
-121.76145842984081,37.68111258412941,64.84228571428572
-121.7613821823895,37.681111783254934,66.7868
-121.76123070798602,37.681048821832356,66.404
-121.7613059349412,37.68111098233118,66.851
-121.76122968749591,37.68111018135813,66.4385
-121.76111786778851,37.680955580997065,66.776
-121.7610019658566,37.68104641862281,64.7312
-121.76092571848619,37.681045617454416,64.43900000000001
-121.76100094517818,37.681107778143314,65.41957142857143
-121.760924697745,37.68110697697314,65.657
-121.76071126908097,37.680184180395585,65.94200000000001
-121.76071024819483,37.68024553991831,65.885
-121.76063298070049,37.68030609809601,65.9984
-121.76070820641326,37.68036825896181,66.1172
-121.76063195974538,37.680367457615674,65.9795
-121.76052014236662,37.68021285671033,66.128
-121.76074377758236,37.68052205841922,66.1172
-121.76055469205956,37.68042801573748,65.96085714285715
-121.76055367103547,37.68048937525405,65.61745454545455
-121.76047742424812,37.68048857380583,64.46480000000001
-121.76040117746378,37.68048777230832,64.31
-121.76032493068247,37.68048697076155,66.23599999999999
-121.76055265000828,37.680550734769945,65.92625
-121.76047640315817,37.680549933319945,65.03039130434783
-121.76055162897802,37.68061209428515,65.77159999999999
-121.7604753820651,37.68061129283341,65.1050857142857
-121.76040015631105,37.6805491318207,66.371
-121.76032390946698,37.68054833027216,66.357
-121.7601002759409,37.68023912779766,64.3775
-121.76002402942275,37.68023832606084,65.12189473684211
-121.76009925454947,37.68030048730563,64.8764
-121.76002300796856,37.68029968556705,64.4375
-121.76009823315498,37.680361846812936,65.20187096774194
-121.76002198651129,37.68036104507258,65.16531034482759
-121.75994778290763,37.680237524274716,64.6244
-121.75987153639554,37.68023672243932,64.25272727272727
-121.75979528988645,37.68023592055465,64.28507692307693
-121.75971904338039,37.6802351186207,63.913999999999994
-121.75994676139067,37.680298883779166,64.51185714285715
-121.7598705148158,37.680298081942006,65.37527272727273
-121.75994573987063,37.680360243282955,64.9052
-121.75986949323298,37.68035944144401,65.2355
-121.75979426824397,37.68029728005556,64.89285714285714
-121.75971802167514,37.680296478119836,65.00627272727273
-121.75979324659836,37.68035863955581,64.42399999999999
-121.75971699996678,37.68035783761833,65.8652
-121.7601724371289,37.68048536752016,65.56099999999999
-121.76009721175734,37.68042320631957,65.372
-121.76002096505091,37.68042240457744,64.22840000000001
-121.76009619035663,37.68048456582556,65.2890909090909
-121.76001994358742,37.68048376408166,64.82967741935484
-121.76024766262589,37.68054752867433,66.20064285714285
-121.76017141578785,37.680546727027235,66.0155
-121.76017039444373,37.68060808653366,66.15745454545454
-121.76009516895284,37.68054592533088,65.69647368421052
-121.76001892212085,37.68054512358521,64.4028125
-121.76009414754593,37.680607284835524,63.996500000000005
-121.76001790065115,37.680606483088106,65.114
-121.75994471834747,37.68042160278604,64.31224999999999
-121.75986847164707,37.68042080094537,64.26292307692307
-121.75994369682122,37.68048296228851,65.37457142857143
-121.75986745005805,37.68048216044604,64.9770588235294
-121.75979222494966,37.6804199990554,64.63399999999999
-121.75971597825531,37.68041919711615,64.877
-121.75979120329787,37.68048135855433,64.84052631578948
-121.75971495654075,37.68048055661332,65.40482352941177
-121.75994267529187,37.68054432179029,64.67269999999999
-121.75986642846591,37.68054351994607,65.129
-121.75994165375943,37.680605681291404,64.661
-121.75986540687069,37.68060487944543,64.73942857142858
-121.759790181643,37.680542718052585,64.5125
-121.75971393482308,37.68054191610981,63.948499999999996
-121.75971291310233,37.68060327560564,63.93457142857143
-121.76085457509215,37.680738018641904,66.87034482758621
-121.76077832804162,37.68073721738376,66.69275
-121.76070208099411,37.680736416076336,65.8562
-121.76062583394965,37.68073561471962,64.557
-121.76085355430368,37.680799378162206,63.522
-121.76077730719037,37.68079857690228,64.34825000000001
-121.7607010600801,37.680797775593085,65.86492307692308
-121.76062481297284,37.68079697423462,67.315
-121.76055060794465,37.68067345379973,65.97959999999999
-121.76047436096896,37.68067265234622,65.06705882352941
-121.76054958690818,37.680734813313634,65.54111627906977
-121.76047333986972,37.68073401185836,65.79581818181818
-121.7605485658686,37.68079617282688,65.15218181818182
-121.76047231876737,37.68079537136984,64.75280000000001
-121.76054754482593,37.68085753233945,64.88600000000001
-121.76047129766194,37.68085673088065,64.47785
-121.76039607166919,37.68079456986353,64.8905
-121.76031982457401,37.68079376830794,64.7708
-121.76039505050096,37.68085592937258,63.48615384615385
-121.76031880334303,37.680855127815235,63.4556923076923
-121.76062175002384,37.68098105277565,64.3535
-121.76084947111875,37.681044816236735,64.50575
-121.76077322375437,37.681044014969764,64.4996923076923
-121.7608484503148,37.68110617575369,65.53699999999999
-121.76069697639302,37.68104321365352,64.545125
-121.76062072903467,37.681042412287994,64.6088
-121.76061970804237,37.68110377179968,64.82525
-121.76054652378016,37.68091889185138,64.80062857142858
-121.76047027655339,37.680918090390804,65.15913043478261
-121.7605455027313,37.68098025136263,64.77616326530612
-121.76046925544175,37.680979449900285,65.23269565217392
-121.76054448167933,37.681041610873194,65.13864285714286
-121.76046823432704,37.681040809409104,65.19854545454545
-121.76054346062428,37.6811029703831,65.504
-121.7604672132092,37.68110216891727,64.8779
-121.76039096579716,37.68110136740214,64.99399999999999
-121.76031471838813,37.68110056583774,64.90174999999999
-121.76016937309649,37.680669446039424,64.94
-121.76016835174616,37.6807308055445,64.78025
-121.76009312613593,37.6806686443395,65.45514285714286
-121.76001687917838,37.68066784259033,65.2214
-121.76009210472283,37.68073000384285,65.4224
-121.76001585770251,37.680729202091904,64.89418181818182
-121.76024357748187,37.68079296670307,64.33
-121.76016733039275,37.68079216504892,63.98085714285714
-121.7602425561881,37.68085432620858,63.511250000000004
-121.76016630903621,37.680853524552695,64.07857142857144
-121.76009108330663,37.68079136334549,64.93336842105263
-121.76001483622353,37.68079056159279,64.74054054054054
-121.75994063222389,37.680667040791874,64.87945454545455
-121.75986438527238,37.680666238944134,64.715
-121.75993961068522,37.68072840029167,65.60342857142857
-121.75986336367096,37.68072759844216,65.24
-121.75978813832391,37.68066543704712,65.81975
-121.75971189137844,37.68066463510081,64.776875
-121.75978711665972,37.680726796543375,64.782
-121.75971086965149,37.68072599459531,64.73
-121.75993858914347,37.680789759790784,64.778
-121.75986234206644,37.68078895793953,64.75492307692308
-121.75986132045884,37.68085031743623,65.57719999999999
-121.75978609499244,37.68078815603898,64.7234
-121.75970984792143,37.68078735408916,64.82329032258065
-121.75978507332204,37.68084951553392,65.58439999999999
-121.75970882618829,37.680848713582336,65.2955
-121.76023847098209,37.68109976422405,64.80296774193549
-121.76016222357912,37.681098962561094,64.49473684210527
-121.76008597617914,37.68109816084883,64.58276923076923
-121.7600097287822,37.68109735908731,64.3655
-121.75993348138827,37.681096557276504,64.11105263157894
-121.75985723399735,37.68109575541642,64.06084210526315
-121.75978098660948,37.681094953507056,64.36236363636364
-121.75970473922463,37.6810941515484,64.126625
-121.76168615209635,37.68117634599289,66.652
-121.76168513197669,37.681237705527906,66.18379999999999
-121.76160990457319,37.681175545264495,66.70625
-121.76153365705306,37.681174744486796,65.27035294117647
-121.76160888439077,37.68123690479774,65.19623529411764
-121.76153263680787,37.681236104018296,65.714
-121.76168411185395,37.681299065062284,65.3050625
-121.76168309172812,37.68136042459599,65.534
-121.76160786420526,37.68129826433036,65.78985714285714
-121.76153161655957,37.681297463549136,66.599
-121.76160684401661,37.68135962386229,65.76107692307693
-121.76202263699095,37.681578785678205,66.2288
-121.76190877504949,37.681546905114345,66.1325
-121.76183252714065,37.681546104523214,66.28228571428572
-121.7619077550996,37.68160826465068,66.46446153846153
-121.76183150712797,37.681607464057784,66.54363636363637
-121.76168207159917,37.681421784129014,66.07175000000001
-121.76175729930718,37.681483944349324,66.11
-121.76160582382492,37.681420983393565,66.1844
-121.76152957605369,37.68142018260885,65.699
-121.7616048036301,37.681482342924184,66.28614285714285
-121.7615285557961,37.681481542137696,65.43642105263157
-121.76175627923482,37.6815453038828,66.419
-121.76168003133199,37.681544503193116,66.56428571428572
-121.76175525915936,37.68160666341561,66.79657142857143
-121.76160378343221,37.68154370245413,66.67630769230769
-121.76152753553542,37.68154290166588,64.9094
-121.76152651527165,37.6816042611934,66.06254545454546
-121.76145740953595,37.68117394365982,65.7356
-121.76138116202186,37.68117314278358,66.812
-121.76145638922797,37.68123530318957,66.6392
-121.76115241949769,37.68117073985916,66.47771428571428
-121.76107617199565,37.6811699387858,65.48225000000001
-121.76115139893861,37.68123209938186,66.56514285714286
-121.76107515137383,37.68123129830672,65.51299999999999
-121.7609612903907,37.68119941684257,65.65742857142857
-121.76115037837644,37.681293458903895,66.677
-121.7610741307489,37.681292657827,65.28690909090909
-121.76107311012086,37.68135401734661,65.7455
-121.76141469422703,37.68144966110252,66.25657142857143
-121.76130083275812,37.681417779958956,66.2432
-121.76122356449028,37.681478338498906,66.398
-121.76145128764165,37.68154210082834,65.7572
-121.76137503975093,37.68154129994152,66.31519999999999
-121.7614502673151,37.6816034603541,64.87127272727272
-121.76137401936161,37.68160265946552,66.425
-121.76129777141112,37.68160185852765,66.38
-121.76122152346363,37.68160105754052,66.51350000000001
-121.76107208948972,37.68141537686554,65.516
-121.76114731667138,37.681477537466016,66.4808
-121.76107106885549,37.68147673638382,65.29364705882352
-121.7609572075019,37.68144485491043,65.063
-121.76114629609683,37.68153889698539,66.503
-121.76107004821817,37.68153809590145,65.43114285714286
-121.76114527551917,37.6816002565041,66.56257142857143
-121.76106902757773,37.68159945541839,65.33825
-121.76099380034253,37.68153729476822,64.90933333333334
-121.7609175524699,37.68153649358572,64.78447999999999
-121.76099277963934,37.681598654283405,65.285
-121.76091653170393,37.681597853099156,65.261
-121.76205923122447,37.68167122522782,66.428
-121.76198298318401,37.68167042473173,66.59738461538461
-121.76205821139392,37.681732584766344,66.4745
-121.76198196329071,37.681731784268486,66.7535
-121.76190673514661,37.68166962418635,66.67353846153847
-121.76183048711219,37.6816688235917,66.7184
-121.76144924698548,37.68166481987921,65.8454
-121.7613729989692,37.68166401898886,64.87828571428571
-121.76144822665272,37.68172617940363,66.821
-121.76137197857366,37.68172537851154,65.70320000000001
-121.76129675095592,37.681663218049245,66.25219999999999
-121.76122050294566,37.681662417060316,66.515
-121.76129573049762,37.68172457757016,64.85
-121.7612194824246,37.68172377657948,66.3566
-121.76140857206083,37.68181781824783,66.833
-121.76129471003622,37.6817859370904,65.249
-121.76121846190044,37.68178513609797,65.48969230769231
-121.76129368957174,37.68184729660999,66.8552
-121.76121744137319,37.6818464956158,66.27036363636364
-121.76114425493843,37.681661616022154,65.93675
-121.76106800693422,37.68166081493471,65.489
-121.76114323435459,37.68172297553954,65.96738461538462
-121.76106698628762,37.68172217445031,65.81407999999999
-121.76095312456358,37.681690292967666,65.126
-121.76114221376767,37.68178433505627,65.07090909090908
-121.7610659656379,37.68178353396528,65.581
-121.76114119317762,37.681845694572324,65.62129999999999
-121.76106494498511,37.681844893479564,65.10971428571428
-121.76098971751118,37.681782732825006,66.54457142857143
-121.76098869679558,37.68184409233754,66.44646153846155
-121.76091244860909,37.681843291146215,66.434
-121.76129266910418,37.68190865612889,66.83675
-121.76121642084284,37.68190785513295,66.90740000000001
-121.76129164863349,37.68197001564715,64.88
-121.76121540030937,37.68196921464944,65.2592
-121.76136687654966,37.68203217611495,64.976
-121.76144210459128,37.68209433653631,65.156
-121.76136585613557,37.68209353563362,65.08727272727273
-121.76129062815973,37.68203137516474,64.9202
-121.76121437977284,37.682030574165275,65.0349090909091
-121.76128960768287,37.68209273468168,65.144
-121.7612133592332,37.68209193368044,65.474
-121.76114017258449,37.681907054087716,65.56325
-121.7610639243292,37.6819062529932,65.498
-121.76113915198829,37.68196841360245,65.09264
-121.7610629036702,37.68196761250617,65.64544680851063
-121.76098767607691,37.68190545184941,65.501
-121.76091142782762,37.68190465065632,66.215
-121.76098665535511,37.68196681136062,65.9165
-121.76091040704308,37.68196601016577,66.04264516129032
-121.76113813138895,37.682029773116525,65.45784615384615
-121.76106188300808,37.682028972018465,65.759
-121.76113711078654,37.68209113262993,65.44914285714286
-121.7610608623429,37.68209033153011,66.211
-121.76098563463026,37.682028170871156,66.000875
-121.76090938625543,37.68202736967454,66.35092307692307
-121.76098461390228,37.68208953038104,65.56866666666667
-121.76090836546467,37.68208872918267,65.556
-121.760618687047,37.68116513131071,64.79119999999999
-121.76061766604852,37.68122649082106,65.027
-121.76061664504692,37.68128785033074,65.6015
-121.76061562404226,37.68134920983979,65.576
-121.76054243956614,37.68116432989236,65.61938461538462
-121.76046619208827,37.68116352842477,65.51272727272728
-121.76054141850486,37.68122568940096,65.414
-121.76054039744052,37.681287048908885,65.5526
-121.76046414983712,37.681286247437775,66.1424
-121.76053937637305,37.681348408416156,65.48183673469389
-121.76046312870687,37.681347606943255,66.27499999999999
-121.76061460303448,37.68141056934816,65.49199999999999
-121.76061358202361,37.68147192885586,65.21942857142857
-121.76084130460029,37.68153569235393,64.751
-121.76076505673372,37.68153489107286,64.65121739130436
-121.76068880887017,37.68153408974253,64.56826086956521
-121.76061256100962,37.68153328836289,64.5566
-121.76061153999257,37.68159464786927,65.699
-121.76053835530251,37.681409767922766,65.49414285714286
-121.76053733422886,37.68147112742872,65.65526315789474
-121.76046108643715,37.681470325952276,65.831
-121.76038585984764,37.68140816492418,66.176
-121.76030961212476,37.68140736335095,66.104
-121.76038483864845,37.68146952442658,65.78651428571429
-121.76030859086276,37.68146872285161,65.3640465116279
-121.76053631315212,37.68153248693399,65.3018
-121.76046006529762,37.681531685455795,65.0914347826087
-121.76053529207228,37.6815938464386,65.672375
-121.76045904415503,37.68159304495867,65.66342857142857
-121.76038381744615,37.681530883928346,64.646
-121.7603075695977,37.68153008235158,64.40599999999999
-121.7601988152681,37.68119140265048,64.412
-121.76008495474436,37.68115952034752,64.31635294117646
-121.76000870728464,37.68115871858422,64.4
-121.75993245982792,37.681157916771646,64.26254545454546
-121.75985621237426,37.68115711490979,64.30640000000001
-121.7597799649236,37.68115631299866,63.9848
-121.75970371747597,37.68115551103825,63.967999999999996
-121.760157116688,37.68140576005665,65.231
-121.76023234308013,37.68146792122734,65.34459090909091
-121.7601560953005,37.68146711955377,65.3861081081081
-121.76008086897417,37.681404958335605,64.73545454545454
-121.76000462126336,37.68140415656525,64.63236363636364
-121.76007984752387,37.68146631783097,65.5675172413793
-121.76000359975029,37.68146551605884,65.57291891891892
